userId,movieId,rating,timestamp
1000,cbgs3,5,1260759144
1000,s1000,5,1260759179
1000,s1001,5,1260759182
1000,s1002,5,1260759185
1000,s1003,5,1260759205
1001,cb111,5,1260759151
1001,s1004,5,1260759187
1001,s1005,5,1260759148
1002,cb45h,4,1260759125
1002,s1006,4,1260759131
1002,s1007,4,1260759135
1002,s1008,4,1260759203
1002,r1123,4,1260759191
1003,s1000,5,1260759139
1003,s1009,5,1260759194
1003,s1004,4,1260759198
1003,cb112,5,1260759108
1004,cb113,5,1260759113
1004,s1010,4,1260759200
1004,s1011,4,1260759117
1004,cb114,4,835355493
1004,s1012,4,835355681
1004,cba2j,3,835355604
1004,s1013,3,835355552
1005,s1009,4,835355586
1005,s1004,4,835356031
1005,s1014,4,835355749
1005,s1015,5,835355532
1006,r1111,5,835356016
1006,r1112,4,835355395
1006,cb115,5,835355441
1006,s1016,5,835355493
1006,s1017,5,835355441
1006,s1009,4,835355710
1006,s1018,4,835355511
1006,cb116,5,835355664
1007,s1019,5,835355511
1007,s1020,4,835355840
1007,s1004,3,835355749
1007,r1113,4,835355552
1007,s1009,5,835355664
1007,s1015,4,835355896
1007,s1018,5,835355511
1007,s1021,2,835355681
1008,s1022,5,835355697
1008,s1009,4,835355586
1008,s1020,5,835355767
1009,s1023,5,835355779
1009,s1020,4,835355492
1009,s1015,3,835355395
1009,s1000,3,835355532
1009,s1004,5,835356044
1009,s1008,3,835355551
1009,s1024,5,835355918
1010,s1025,1,835355492
1010,cb117,4,835355441
1010,r1114,5,835355697
1010,cb118,4,835355628
1011,kp1007,4,835355749
1011,s1006,4,835355604
1011,s1015,4,835355619
1011,s1005,4,835355932
1012,s1027,3,835355968
1012,s1006,5,835356094
1012,s1015,4,835355710
1012,s1028,5,835356165
1012,s1029,5,835356246
1012,s1030,5,835355532
1012,s1001,5,835355604
1012,cb119,3,835355511
1012,s1031,5,835355790
1013,s1032,4,835355828
1013,s1033,3,835355643
1013,s1034,3,835355918
1013,r1115,4,835355880
1013,s1035,5,835355731
1013,s1015,4,835355860
1014,r1116,5,835355719
1014,s1037,5,835355817
1014,s1038,4,835355731
1014,s1039,4,835356199
1014,s1040,4,835355767
1015,s1042,4,835356109
1015,s1015,4,835355767
1016,s1043,5,835355860
1016,s1001,4,835355817
1016,s1037,4,835355790
1016,s1015,4,835355779
1016,s1044,4,835355441
1016,s1005,4,835355697
1016,s1045,4,835355395
1017,r1117,4,835355395
1018,r1117,5,835355511
1018,r1118,1,835355932
1018,r1119,5,835356141
1018,r1120,2,835355978
1019,r1121,5,1298861675
1019,r1122,4,1298922049
1019,s1018,3,1298861637
1019,s1000,4,1298861761
1019,r1117,1,1298862418
1019,s1015,4,1298862121
1019,r1123,4,1298861589
1019,s1021,4,1298862167
1019,r1124,4,1298923242
1020,s1009,4,1298862528
1020,s1046,3,1298922100
1020,s1004,5,1298923247
1020,r1125,5,1298921840
1020,s1047,4,1298923260
1021,s1009,5,1298932787
1021,s1048,3,1298863157
1022,s1004,4,1298861687
1022,s1009,5,1298932770
1022,s1000,5,1298921795
1022,cb120,5,1298861628
1023,s1004,4,1298861605
1023,s1009,4,1298861658
1023,s1037,5,1298922089
1023,s1001,5,1298923236
1023,s1013,5,1298863143
1023,s1015,3,1298921862
1023,s1018,4,1298861753
1023,s1049,5,1298861789
1024,s1010,5,1298862710
1024,s1050,5,1298861796
1024,s1004,5,1298924017
1024,s1049,4,1298922057
1024,s1018,5,1298861733
1024,s1047,3,1298921825
1024,s1001,5,1298862874
1024,s1009,5,1298861968
1024,s1015,5,1298861633
1024,s1005,3,1298863174
1024,s1046,3,1298923266
1024,s1030,3,1298862672
1024,s1051,4,1298922080
1025,s1050,4,1298921787
1025,s1046,5,1298922065
1025,s1008,3,1298861650
1025,s1049,4,1298932766
1025,s1009,2,1298862555
1025,s1021,4,1298932740
1025,s1003,4,1298862361
1025,s1015,5,1298862467
1025,s1052,5,1298922071
1025,s1053,4,1298922130
1025,s1021,5,949810645
1026,s1005,3,949919556
1026,s1018,4,949810582
1026,s1037,4,949919681
1026,s1004,4,949811346
1026,s1049,3,949811346
1026,s1046,3,949920047
1026,s1001,4,949779042
1026,s1048,3,949778802
1027,r1126,5,949895708
1027,cb121,5,949810618
1027,s1004,5,949810582
1027,s1015,5,949919763
1028,s1036,5,949919681
1028,s1015,5,949949538
1028,s1034,4,949895887
1028,s1012,4,949810534
1028,s1008,4,949919883
1028,s1005,3,949895772
1028,s1004,5,949810688
1028,s1054,4,949920135
1029,s1009,5,949919802
1029,s1004,4,949920028
1029,s1015,5,949811315
1030,s1010,3,949810582
1030,s1022,4,949779091
1030,s1055,4,949949486
1030,s1004,5,949919938
1030,s1051,3,949810534
1030,s1003,5,949949538
1031,s1003,5,949949638
1031,s1022,5,949982238
1031,s1016,5,949949444
1031,s1056,4,949779022
1031,s1000,4,949919189
1031,s1006,4,949919306
1032,s1036,5,949919247
1032,s1015,4,949949396
1032,s1022,5,949919454
1032,s1020,5,949919322
1032,s1003,4,949949638
1032,s1052,5,949949638
1032,r1127,5,949896377
1033,s1003,5,949896377
1033,s1052,5,949949538
1033,s1050,5,949949638
1033,s1004,5,949896244
1033,s1020,5,949919372
1033,s1036,5,949811523
1033,s1039,4,949895732
1033,s1057,4,949778771
1033,s1058,4,949919399
1033,s1018,5,949896275
1033,s1013,5,949919372
1033,s1016,5,949919419
1034,s1010,5,949779173
1034,s1003,5,949811490
1034,s1004,5,949779173
1034,s1057,3,949896244
1035,s1003,5,949896159
1035,s1008,2,949779173
1035,s1003,2,949778714
1035,s1020,5,949895708
1035,s1004,2,949810261
1035,s1049,5,949779173
1035,r1128,5,949811523
1035,r1129,4,949918693
1035,r1130,5,949779173
1035,s1023,5,949919372
1035,r1131,4,949896244
1036,s1003,2.5,949919519
1036,s1020,4,949811602
1036,s1053,4,949918743
1036,s1016,3,949811559
1036,s1059,2,949919591
1036,s1060,3,949811523
1036,s1019,4,949919372
1037,s1028,5,949949396
1037,r1132,5,949811559
1037,s1047,4,949811490
1037,s1020,5,949918743
1037,s1022,5,949918927
1037,s1004,5,949811602
1037,s1008,5,949896275
1037,s1006,5,949982274
1037,s1013,5,949919247
1037,s1050,5,949810582
1037,s1005,5,949810302
1037,s1018,5,949920004
1037,s1016,4,949918787
1037,s1010,5,949918904
1037,r1133,4,949810688
1037,r1134,5,949896377
1037,r1135,5,949810261
1037,s1061,5,949810302
1038,s1037,5,949895772
1038,s1003,5,949811230
1038,s1004,5,949919978
1038,s1005,5,949811559
1039,s1062,5,949896244
1039,s1022,5,949895864
1039,r1136,5,949919738
1039,s1005,5,949810688
1039,s1004,5,949895956
1039,cb122,4,949810261
1040,s1000,4,949810261
1040,s1054,5,949918743
1040,r1137,3,949949538
1041,s1050,5,949811559
1041,s1023,5,949896309
1041,s1057,4,949811602
1041,s1006,5,949895907
1041,s1054,5,949918970
1041,s1009,5,949896070
1041,s1034,5,949919454
1041,s1018,5,949778771
1041,s1005,5,949811738
1042,s1000,5,949896114
1042,s1054,5,949982239
1042,s1022,5,949896183
1042,s1004,5,949810618
1043,s1004,4,949896114
1043,s1018,4,949918648
1043,s1015,4,949949444
1043,s1024,5,949919306
1043,s1000,5,949982239
1043,cb123,5,949949444
1043,s1063,5,949896114
1044,s1064,4,949949638
1044,s1023,4,949896183
1044,s1005,5,949920028
1044,s1015,4,949949538
1045,s1052,4,949896114
1045,s1015,5,949949396
1045,r1138,4,949896114
1045,r1139,3,949919399
1045,s1065,4,949896309
1045,s1046,4,949918927
1046,s1023,5,949910518.7
1046,s1037,5,949909892.7
1046,s1009,5,949909266.7
1046,s1027,4,949908640.6
1046,s1001,5,949908014.6
1046,s1004,5,949907388.6
1046,r1140,5,949906762.6
1047,s1066,4,949906136.5
1047,s1004,4,949905510.5
1047,s1023,4,949904884.5
1048,s1015,4,949904258.4
1048,s1008,5,949903632.4
1048,s1023,4,949903006.4
1049,s1067,4,949902380.4
1049,s1068,4,949901754.3
1049,s1016,5,949901128.3
1049,s1063,5,949900502.3
1049,s1056,4,949899876.2
1049,s1013,5,949899250.2
1049,s1028,4,949898624.2
1049,s1057,3,949897998.2
1049,s1006,5,949897372.1
1049,s1002,4,949896746.1
1049,s1037,5,949896120.1
1049,s1050,4,949895494
1049,s1010,5,949894868
1049,s1008,5,949894242
1049,s1046,3,949893616
1049,s1049,4,949892989.9
1049,s1058,4,949892363.9
1049,s1000,3,949891737.9
1049,s1023,5,949891111.8
1049,s1022,5,949890485.8
1049,s1018,4,949889859.8
1049,s1005,4,949889233.8
1049,s1009,3,949888607.7
1049,s1052,5,949887981.7
1049,s1015,5,949887355.7
1049,s1020,5,949886729.6
1049,s1004,5,949886103.6
1050,s1009,5,949885477.6
1050,s1005,5,949884851.6
1050,s1010,5,949884225.5
1050,s1049,5,949883599.5
1050,s1023,4,949882973.5
1050,s1008,5,949882347.4
1051,s1005,4,949881721.4
1051,s1037,3,949881095.4
1051,s1058,3,949880469.4
1051,s1023,4,949879843.3
1051,s1006,3,949879217.3
1051,s1052,4,949878591.3
1051,s1009,4,949877965.2
1051,s1004,4,949877339.2
1052,s1019,5,949876713.2
1052,s1023,5,949876087.2
1052,s1010,4,949875461.1
1052,s1028,3,949874835.1
1052,s1020,5,949874209.1
1053,s1030,5,949873583
1053,s1010,5,949872957
1053,s1005,4,949872331
1053,s1015,4,949871705
1053,s1008,5,949871078.9
1053,s1023,5,949870452.9
1053,s1000,5,949869826.9
1053,s1020,4,949869200.8
1053,s1054,5,949868574.8
1053,s1062,5,949867948.8
1053,s1028,4,949867322.8
1053,s1050,4,949866696.7
1053,s1004,5,949866070.7
1053,s1057,4,949865444.7
1053,s1009,5,949864818.6
1053,s1049,4,949864192.6
1053,s1037,5,949863566.6
1053,s1052,5,949862940.6
1053,s1016,4,949862314.5
1053,s1069,5,949861688.5
1053,s1001,4,949861062.5
1053,s1047,4,949860436.4
1053,s1018,5,949859810.4
1053,s1046,3,949859184.4
1053,s1039,4,949858558.4
1053,s1055,5,949857932.3
1053,s1034,5,949857306.3
1054,s1052,5,949856680.3
1054,s1020,5,949856054.2
1054,s1023,4,949855428.2
1054,s1036,4,949854802.2
1055,s1049,4,949854176.2
1055,s1023,5,949853550.1
1055,s1052,5,949852924.1
1055,s1004,5,949852298.1
1055,s1003,5,949851672
1055,s1002,4,949851046
1055,s1069,5,949850420
1055,s1020,5,949849794
1056,cbgs3,5,949849167.9
1056,s1002,5,949848541.9
1056,s1007,5,949847915.9
1056,s1023,5,949847289.8
1056,s1010,5,949846663.8
1057,s1056,5,949846037.8
1057,s1046,5,949845411.8
1057,s1057,5,949844785.7
1057,s1036,5,949844159.7
1057,s1039,3,949843533.7
1057,s1001,5,949842907.6
1057,s1010,5,949842281.6
1057,s1006,5,949841655.6
1057,s1008,2,949841029.6
1057,s1005,5,949840403.5
1057,s1020,5,949839777.5
1057,s1023,5,949839151.5
1057,s1004,5,949838525.4
1057,s1003,5,949837899.4
1058,s1042,3,949837273.4
1058,s1037,4,949836647.3
1058,s1005,4,949836021.3
1058,s1001,4,949835395.2
1058,s1010,4,949834769.2
1058,s1021,4,949834143.2
1058,s1022,3,949833517.1
1058,s1046,4,949832891.1
1058,s1015,3,949832265
1058,s1018,3,949831639
1058,s1019,4,949831013
1058,s1052,5,949830386.9
1058,s1004,5,949829760.9
1058,s1003,5,949829134.8
1058,cb122,5,949828508.8
1058,s1070,4,949827882.8
1059,s1062,5,949827256.7
1059,s1022,5,949826630.7
1059,cb122,4,949826004.6
1059,s1005,5,949825378.6
1059,s1004,5,949824752.6
1059,r1127,5,949824126.5
1060,r1141,5,949823500.5
1060,r1142,5,949822874.4
1060,r7nlm,5,949822248.4
1060,raw2e,5,949821622.4
